id,name,tournament_type,time_control,start_date,end_date,country,city,venue_name,latitude,longitude,max_players,entry_fee,currency,prize_fund,organizer_name,organizer_email,website,source_url,is_fide_rated
2713,Muswell Hill FIDE Standard - 12 August 2025,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),ENG,London,London,51.48933350,-0.14405510,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=397582,true
2714,Muswell Hill FIDE Rapid - 12th August 2025@The Cli,rapid,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),ENG,London,London,51.48933350,-0.14405510,,,EUR,,,,,https://chess-results.com/tnr1224089.aspx?lan=0,true
2715,Muswell Hill FIDE Rapid - 12 August 2025,rapid,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),ENG,London,London,51.48933350,-0.14405510,,,EUR,,,,,http://ratings.fide.com/tournament_details.phtml?event=397559,true
2716,UKCA Tuesday FIDE Blitz 250812,blitz,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),ENG,Uk chess academy  380 garratt lane  sw18 4hp,Uk chess academy  380 garratt lane  sw18 4hp,,,,,EUR,,,,,https://chess-results.com/tnr1220544.aspx?lan=0,true
2717,Festes Majors Amposta 2025,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),ESP,casal cívic ruiz salgado,casal cívic ruiz salgado,,,,,EUR,,,,,https://chess-results.com/tnr1219422.aspx?lan=0,true
2718,VII Obert Internacional Sant Adria 2025 Grup B,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),ESP,Sant Adrià De Besòs,Sant Adrià De Besòs,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=413563,true
2719,VII Obert Internacional Sant Adria 2025 Grup A,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),ESP,Sant Adrià De Besòs,Sant Adrià De Besòs,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=413559,true
2720,2e Tournoi Blitz Solidaire Valdoie-Mulhouse,blitz,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),FRA,valdoie,valdoie,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=430737,true
2721,18th Poti Int.Festival (Bitz-1),classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),GEO,Poti,Poti,8.46916700,-13.17555600,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=425684,true
2722,22. RLP-Senioren-Open,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),GER,Altenkirchen,Altenkirchen,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=397275,true
2723,CCM Wochenblitz 2025-33,blitz,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),GER,Muenchen,Muenchen,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=432134,true
2724,"CCM Wöchentliches Blitzturnier 12. August 2025, 3+2",blitz,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),GER,Munchen,Munchen,,,,,EUR,,,,,https://www.schachbund.de/turnierdetails/ccm-woechentliches-blitzturnier-12-august-2025-3-2.html,true
2725,ACC Tuesday Rapid Aug 2025 - 2,rapid,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),GRE,Athens,Athens,37.86307900,23.75117000,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=432999,true
2726,XXIX.SMVT Amatőr/Gy/IfjPROBA,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),HUN,lt nf,lt nf,,,,,EUR,,,,,https://chess-results.com/tnr1212764.aspx?lan=0,true
2727,1st Siliguri SCGC International FIDE Rated Classical Chess Tournament 2025,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),IND,Siliguri,Siliguri,26.53689790,88.70338420,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=411838,true
2728,Ramsar Rated Rapid Khordad 1404,rapid,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),IRI,Ramsar,Ramsar,,,,,EUR,,,,,https://chess-results.com/tnr1195148.aspx?lan=0,true
2729,TR Rapid 2025 August #2,rapid,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),ISL,Isafjordur,Isafjordur,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=432840,true
2730,SV Blitz August #2,blitz,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),ISL,Isafjordur,Isafjordur,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=433221,true
2731,ChessBar Israel tournament #29 - MEET & PLAY,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),ISR,Tel Aviv-Yafo,Tel Aviv-Yafo,,,,,EUR,,,,,https://chess-results.com/tnr1225559.aspx?lan=0,true
2732,VIII Riga Chess Club Blitz 2025,blitz,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),LAT,Riga,Riga,57.03408890,24.09758980,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=428767,true
2733,Szachy W Plenerze W Parku Ludowym! Zapraszamy!,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),POL,Lublin,Lublin,51.23166510,22.60583460,,,EUR,,,,,http://www.chessarbiter.com/turnieje/2025/ti_4326/,true
2734,The Rooky Monthly Grand Prix August 2025 - Rapid U9,rapid,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),THA,Bangkok,Bangkok,13.91222070,100.60353140,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=430118,true
2735,The Rooky Monthly Grand Prix August 2025 - Rapid U7,rapid,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),THA,Bangkok,Bangkok,13.91222070,100.60353140,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=430119,true
2736,The Rooky Monthly Grand Prix August 2025 - Rapid U13,rapid,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),THA,Bangkok,Bangkok,13.91222070,100.60353140,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=430117,true
2737,The Rooky Monthly Grand Prix August 2025 - Rapid Open,rapid,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),THA,Bangkok,Bangkok,13.91222070,100.60353140,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=430116,true
2738,The Rooky Monthly Grand Prix August 2025 - Rapid 11,rapid,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),THA,Bangkok,Bangkok,13.91222070,100.60353140,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=430120,true
2739,▄▀▄▀ The Rooky Monthly Grand Prix ▄▀▄▀ Rapid FIDE,rapid,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),THA,Bangkok,Bangkok,13.91222070,100.60353140,,,EUR,,,,,https://chess-results.com/tnr1207984.aspx?lan=0,true
2740,Kesan Municipality 20th International Open Chess Tournament,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),TUR,Edirne,Edirne,41.70753130,26.39233020,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=429615,true
2741,Versenybíró Tanfolyam Bács-Kiskunban,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),HUN,Lakitelek,Lakitelek,,,,,EUR,,,,,https://chess.hu/?id=46864,true
2742,Mistrzostwa Polski Młodzików W Szachach Szybkich - Grupa C08,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),POL,Bydgoszcz,Bydgoszcz,53.12753340,18.02437070,,,EUR,,,,,https://www.chessmanager.com/en-us/tournaments/5178460243492864,true
2743,Mistrzostwa Polski Juniorów W Szachach Szybkich - Grupa C18,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),POL,Bydgoszcz,Bydgoszcz,53.12753340,18.02437070,,,EUR,,,,,https://www.worldchesscalendar.com/tournament/540526,true
2744,II Otwarte Mistrzostwa Nowego Sącza,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),POL,Nowy Sącz,Nowy Sącz,49.60330360,20.71943510,,,EUR,,,,,http://www.chessarbiter.com/turnieje/2025/ti_4319/,true
2745,IV Kingston Invitational 2025,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),ENG,Kingston Upon Thames,Kingston Upon Thames,51.40962750,-0.30626210,,,EUR,,,,,https://theweekinchess.com/chess-calendar/,true
2746,Kingston Invitational Swiss,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),ENG,KINGSTON-UPON-THAMES,KINGSTON-UPON-THAMES,51.40962750,-0.30626210,,,EUR,,,,,https://chess-results.com/tnr1160510.aspx?lan=0,true
2747,Kingston Invitational IM Norm Tournament,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),ENG,KINGSTON-UPON-THAMES,KINGSTON-UPON-THAMES,51.40962750,-0.30626210,,,EUR,,,,,https://chess-results.com/tnr1160501.aspx?lan=0,true
2748,tschaturanga Open 2025 - 7 Rd  90+30  FIDE-Rating   2000,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),AUT,,,-36.85298710,174.76642000,,,EUR,,,,,https://chess-results.com/Kalender.aspx?lan=4&%7CChessResults.Com%7C2025-08-12%7C2025-08-17%7Ctschaturanga%20Open%202025%20-%207%20Rd%20%2090+30%20%20FIDE-Rating%20%20%202000%7C,true
2749,tschaturanga Open 2025,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),AUT,,,-36.85298710,174.76642000,,,EUR,,,,,https://chess-results.com/tnr1153533.aspx?lan=0,true
2750,1st Siliguri SCGC International Fide Rated ChessTo,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),IND,Siliguri,Siliguri,26.53689790,88.70338420,,,EUR,,,,,https://chess-results.com/tnr1192738.aspx?lan=0,true
2751,1st Siliguri SCGC International FIDE Rat... Hess Tournament 2025,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),IND,Siliguri,Siliguri,26.53689790,88.70338420,,,EUR,,,,,https://www.worldchesscalendar.com/tournament/483931,true
2752,Keşan Municipality 20th International Open Chess T,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),TUR,Keşan Municipality Atatürk Indoor Sports Hall,Keşan Municipality Atatürk Indoor Sports Hall,,,,,EUR,,,,,https://chess-results.com/tnr1213146.aspx?lan=0,true
2753,Belt And Road China International Chess Open 2025,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),CHN,bengbu,bengbu,,,,,EUR,,,,,https://theweekinchess.com/chess-calendar/,true
2754,China Bengbu Open 2025,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),CHN,bengbu  anhui,bengbu  anhui,,,,,EUR,,,,,https://calendar.fide.com/calendar.php?id=4932,true
2755,XII Llampec SANTA EUGÈNIA GIRONA,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),ESP,,,41.00836430,-8.63941110,,,EUR,,,,,http://www.ajedreznd.com/?XII%20Llampec%20SANTA%20EUGÈNIA%20GIRONA%7Chttp://www.ajedreznd.com/https://www.escacsstaeugenia.cat/xiii-llampec/,true
2756,Obert Santa Eugenia,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),ESP,,,41.00836430,-8.63941110,,,EUR,,,,,http://www.ajedreznd.com/?Obert%20Santa%20Eugenia%7Chttp://www.ajedreznd.com/2025/santa%20eugenia.pdf,true
2757,VII Obert Internacional D’Escacs Sant Adrià 2025Gr,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),ESP,Sant Adrià De Besòs,Sant Adrià De Besòs,,,,,EUR,,,,,https://chess-results.com/tnr1161781.aspx?lan=0,true
2758,22. RLP-Senioren-Open Altenkirchen/Ww. 2025,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),GER,,,43.25256820,-0.05258850,,,EUR,,,,,https://chess-results.com/Kalender.aspx?lan=4&%7CChessResults.Com%7C2025-08-12%7C2025-08-20%7C22.%20RLP-Senioren-Open%20Altenkirchen/Ww.%202025%7C,true
2759,22. RLP-Senioren-OpenAltenkirchen/Ww. 2025,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),GER,alpenrod,alpenrod,,,,,EUR,,,,,https://www.worldchesscalendar.com/tournament/349616,true
2760,Aalborg Byturnering 2025,classical,,Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Mon Dec 08 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),DEN,,,39.86066760,-104.68536730,,,EUR,,,,,http://turnering.skak.dk/TournamentActive/Details?tourId=29715,true
2860,Semifinales Campeonato Argentino Amateur 2025 Memorial MF. Gustavo Mendez,classical,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),ARG,Santa Fe,Santa Fe,-32.97471070,-60.72085890,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=433375,true
2861,Flobas Circuit 2025-2026 - Etape 1 Ronde 2,classical,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),BEL,Saint-ghislain,Saint-ghislain,50.46371510,3.85771760,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=430389,true
2862,2o IRT STD U2400 Aniversario De Blumenau 175 Anos,classical,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),BRA,Gaspar SC,Gaspar SC,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=428521,true
2863,III IRT Genius STD,classical,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),BRA,Itajubá,Itajubá,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=431540,true
2864,DOP Women Rapid 2025,rapid,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),BUL,Primorsko,Primorsko,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=433237,true
2865,DOP Men Rapid 2025,rapid,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),BUL,Primorsko,Primorsko,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=433238,true
2866,Holbaek Lovfald 2025 - 9,classical,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),DEN,Holbæk,Holbæk,55.69381120,11.74879300,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=428175,true
2867,Holbaek Lovfald 2025 - 8,classical,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),DEN,Holbæk,Holbæk,55.69381120,11.74879300,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=428173,true
2868,Holbaek Lovfald 2025 - 7,classical,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),DEN,Holbæk,Holbæk,55.69381120,11.74879300,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=428172,true
2869,Holbaek Lovfald 2025 - 6,classical,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),DEN,Holbæk,Holbæk,55.69381120,11.74879300,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=428171,true
2870,Holbaek Lovfald 2025 - 5,classical,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),DEN,Holbæk,Holbæk,55.69381120,11.74879300,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=428170,true
2871,Holbaek Lovfald 2025 - 4,classical,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),DEN,Holbæk,Holbæk,55.69381120,11.74879300,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=428169,true
2872,Holbaek Lovfald 2025 - 3,classical,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),DEN,Holbæk,Holbæk,55.69381120,11.74879300,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=428168,true
2873,Holbaek Lovfald 2025 - 2,classical,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),DEN,Holbæk,Holbæk,55.69381120,11.74879300,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=428167,true
2874,Holbaek Lovfald 2025 - 12,classical,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),DEN,Holbæk,Holbæk,55.69381120,11.74879300,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=428178,true
2875,Holbaek Lovfald 2025 - 11,classical,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),DEN,Holbæk,Holbæk,55.69381120,11.74879300,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=428177,true
2876,Holbaek Lovfald 2025 - 10,classical,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),DEN,Holbæk,Holbæk,55.69381120,11.74879300,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=428176,true
2877,Holbaek Lovfald 2025 - 1,classical,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),DEN,Holbæk,Holbæk,55.69381120,11.74879300,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=428166,true
2878,XI TORNEO SUB 2400 CIUTAT DE BURJASSOT Rondas 1-3,classical,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),ESP,Burjassot,Burjassot,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=416519,true
2879,40th Open Basque Country Sestao 2025,classical,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),ESP,Sestao,Sestao,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=412709,true
2880,1er Open International Des Maitres Du Temps De La Palme,classical,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),FRA,LA PALME,LA PALME,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=426919,true
2881,544e Rapide Fide Du Canal,rapid,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),FRA,Paris,Paris,48.87681210,2.33623810,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=430745,true
2882,19. Werner Obermeyer Open Ortenburg 2025 Gruppe C,classical,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),GER,Ortenburg,Ortenburg,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=419610,true
2883,19. Werner Obermeyer Open Ortenburg 2025 Gruppe B,classical,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),GER,Ortenburg,Ortenburg,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=419609,true
2884,19. Werner Obermeyer Open Ortenburg 2025 Gruppe A,classical,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),GER,Ortenburg,Ortenburg,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=419608,true
2885,Teutopokal September 2025 in Rheda,classical,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),GER,Rheda,Rheda,,,,,EUR,,,,,https://www.schachbund.de/turnierdetails/teutopokal-september-2025-in-rheda.html,true
2886,Teutopokal September 2025,classical,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),GER,Rheda,Rheda,,,,,EUR,,,,,https://chess-results.com/tnr1217233.aspx?lan=0,true
2887,19. Standard-Open Rheinfelden 2025,classical,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),GER,Rheinfelden,Rheinfelden,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=419590,true
2888,We 3 Citta' Di Caltanissetta - C,classical,,Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),Tue Dec 09 2025 00:00:00 GMT+0100 (Mitteleuropäische Normalzeit),ITA,Caltanissetta,Caltanissetta,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=420248,true
